LA Name,School Name,Address 1,Address 2,Address 3,Post code,Phone
 Perth & Kinross , Abernyte Primary School , Abernyte , Inchture , -   , PH14 9ST , 01738 459590 
 Perth & Kinross , Aberuthven Primary School , Main Road , Aberuthven , PERTHSHIRE , PH3 1HE , 01764 661410 
 Perth & Kinross , Inch View Primary and Nursery School , Glenearn Community Campus , Glenearn Road , PERTH , PH2 0BE , 01738 472450 
 Perth & Kinross , Arngask Primary School , Main Street , Glenfarg , PERTH , PH2 9NT , 01577 867250 
 Perth & Kinross , Auchtergaven Primary School , Prieston Road , Bankfoot , PERTH , PH1 4DE , 01738 459510 
 Perth & Kinross , Balbeggie Primary School , Main Street , Balbeggie , PERTH , PH2 6EZ , 01738 454490 
 Perth & Kinross , Blackford Primary School , Stirling Street , Blackford , PERTHSHIRE , PH4 1PZ , 01764 661390 
 Perth & Kinross , Blair Atholl Primary School , St Adamnan Road , Bridge of Tilt , PITLOCHRY , PH18 5TB , 01887 822491 
 Perth & Kinross , Newhill Primary School , Blairgowrie Community Campus , Elm Drive , BLAIRGOWRIE , PH10 6UZ , 01250 871941 
 Perth & Kinross , St Stephen's RC Primary School , Blairgowrie Community Campus , Elm Drive , BLAIRGOWRIE , PH10 6UZ , 01250 871950 
 Perth & Kinross , Blairingone Primary School , Blairingone , By Dollar , -   , FK14 7NY , 01577 867190 
 Perth & Kinross , Braco Primary School , Braco , Dunblane , -   , FK15 9QD , 01764 661420 
 Perth & Kinross , Dunbarney Primary School , Main Street , Bridge Of Earn , PERTH , PH2 9DY , 01738 474176 
 Perth & Kinross , Burrelton Primary School , School Road , Burrelton , -   , PH13 9NZ , 01250 871380 
 Perth & Kinross , Cleish Primary School , Cleish , Kinross , -   , KY13 0LR , 01577 867244 
 Perth & Kinross , Collace Primary School , Kinrossie , Perth , -   , PH2 6HU , 01250 871420 
 Perth & Kinross , Comrie Primary School , School Road , Comrie , -   , PH6 2LZ , 01764 661450 
 Perth & Kinross , Crieff Primary School , Broich Road , Crieff , -   , PH7 3SE , 01764 657888 
 Perth & Kinross , St Dominic's RC Primary School , Broich Road , Crieff , -   , PH7 3SB , 01764 657800 
 Perth & Kinross , Royal School Of Dunkeld Primary School , Dunkeld , -   , -   , PH8 0AB , 01738 454470 
 Perth & Kinross , Dunning Primary School , Station Road , Dunning , PERTHSHIRE , PH2 0RH , 01764 661350 
 Perth & Kinross , Errol Primary School , Station Road , Errol , PERTHSHIRE , PH2 7QB , 01738 459777 
 Perth & Kinross , Forgandenny Primary School , Forgandenny , By Perth , -   , PH2 9EL , 01738 812469 
 Perth & Kinross , Forteviot Primary School , Forteviot , By Dunning , PERTHSHIRE , PH2 9BT , 01738 474150 
 Perth & Kinross , Fossoway Primary School , Drum , Kinross , -   , KY13 0UL , 01577 867340 
 Perth & Kinross , Glendelvine Primary School , Caputh , Perth , -   , PH1 4JL , 01738 459515 
 Perth & Kinross , Glenlyon Primary School , Bridge of Balgie , Glenlyon , ABERFELDY , PH15 2PP , 01887 866223 
 Perth & Kinross , Grandtully Primary School , Grandtully , Pitlochry , -   , PH9 0PL , 01887 822499 
 Perth & Kinross , Greenloaning Primary School , Millhill Road , Greenloaning , BY DUNBLANE , FK15 0LY , 01786 880326 
 Perth & Kinross , Guildtown Primary School , School Road , Guildtown , BY PERTH , PH2 6BX , 01738 474120 
 Perth & Kinross , Inchture Primary School , Inchture , Perthshire , -   , PH14 9RN , 01738 454466 
 Perth & Kinross , Kenmore Primary School , Kenmore , By Aberfeldy , PERTHSHIRE , PH15 2HL , 01887 830289 
 Perth & Kinross , Kinloch Rannoch Primary School , Kinloch Rannoch , By Pitlochry , PERTHSHIRE , PH16 5PL , 01887 822466 
 Perth & Kinross , Kinross Primary School , Station Road , Kinross , -   , KY13 8TG , 01577 867272 
 Perth & Kinross , Kirkmichael Primary School , Kirkmichael , Blairgowrie , PERTHSHIRE , PH10 7NX , 01250 871929 
 Perth & Kinross , Logiealmond Primary School , Harrietfield , Perth , -   , PH1 3TB , 01738 459560 
 Perth & Kinross , Logierait Primary School , Ballinluig , Pitlochry , -   , PH9 0LG , 01796 474646 
 Perth & Kinross , Madderty Primary School , Madderty , Crieff , -   , PH7 3PA , 01764 661444 
 Perth & Kinross , Meigle Primary School , Dundee Road , Meigle , PERTHSHIRE , PH12 8SD , 01250 871415 
 Perth & Kinross , Methven Primary School , Main Street , Methven , PERTH , PH1 3PX , 01738 477687 
 Perth & Kinross , Milnathort Primary School , Bridgefauld Road , Milnathort , KINROSS , KY13 9XP , 01577 867260 
 Perth & Kinross , Murthly Primary School , Murthly , Perth , -   , PH1 4HB , 01738 454263 
 Perth & Kinross , Muthill Primary School , Station Road , Muthill , -   , PH5 2AR , 01764 661466 
 Perth & Kinross , Craigie Primary School , 15 Abbott Street , Perth , -   , PH2 0EE , 01738 472300 
 Perth & Kinross , Goodlyburn Primary School , Crieff Road , Perth , -   , PH1 2NT , 01738 454230 
 Perth & Kinross , Kinnoull Primary School , Dundee Road , Perth , -   , PH2 7EY , 01738 477650 
 Perth & Kinross , Letham Primary School , Struan Road , Perth , -   , PH1 2NL , 01738 477550 
 Perth & Kinross , Balhousie Primary School , Dunkeld Road , Perth , -   , PH1 5DH , 01738 472222 
 Perth & Kinross , Oakbank Primary School , Viewlands Road West , Perth , -   , PH1 1NA , 01738 477577 
 Perth & Kinross , Our Lady's RC Primary School , Garth Avenue , Perth , -   , PH1 2LG , 01738 477570 
 Perth & Kinross , St Ninian's Episcopal Primary School , 1-5 Dunkeld Road , Perth , -   , PH1 5RW , 01738 477587 
 Perth & Kinross , Tulloch Primary School , Gillespie Place , Perth , -   , PH1 2QX , 01738 472323 
 Perth & Kinross , Viewlands Primary School , Oakbank Crescent , Perth , -   , PH1 1BU , 01738 473080 
 Perth & Kinross , Pitcairn Primary School , Bridgeton Brae , Almondbank , PERTH , PH1 3LJ , 01738 477560 
 Perth & Kinross , Portmoak Primary School , Buchan Avenue , Kinnesswood , KINROSS , KY13 9HT , 01577 867290 
 Perth & Kinross , Rattray Primary School , High Street , Rattray , BLAIRGOWRIE , PH10 7DG , 01250 871980 
 Perth & Kinross , Ruthvenfield Primary School , Ruthvenfield , Perth , -   , PH1 3JP , 01738 626761 
 Perth & Kinross , St Madoes Primary School , Sidlaw Terrace , St Madoes , GLENCARSE , PH2 7NH , 01738 459500 
 Perth & Kinross , Robert Douglas Memorial Primary School , Spoutwells Road , Scone , PERTH , PH2 6RS , 01738 454455 
 Perth & Kinross , Stanley Primary School , The Square , Stanley , PERTH , PH1 4LT , 01738 474100 
 Perth & Kinross , Luncarty Primary School , Marshall Road , Luncarty , PERTHSHIRE , PH1 3EX , 01738 474185 
 Perth & Kinross , Breadalbane Academy , Breadalbane Community Campus , Crieff Road , ABERFELDY , PH15 2FJ , 01887 822300 
 Perth & Kinross , The Community School of Auchterarder , New School Lane , Auchterarder , PERTHSHIRE , PH3 1BL , 01764 662182 
 Perth & Kinross , Coupar Angus Primary School , School Road , Coupar Angus , PERTHSHIRE , PH13 9AS , 01250 871400 
 Perth & Kinross , St John's RC Academy , North Inch Community Campus , Gowans Terrace , PERTH , PH1 5BF , 01738 454300 
 Perth & Kinross , Pitlochry High School , East Moulin Road , Pitlochry , -   , PH16 5ET , 01796 474666 
 Perth & Kinross , North Muirton Primary School , Uist Place , Perth , -   , PH1 3BY , 01738 472870 
 Perth & Kinross , Alyth Primary School , Albert Street , Alyth , -   , PH11 8AX , 01250 871370 
 Perth & Kinross , Kettins Primary School , School Road , Kettins , BLAIRGOWRIE , PH13 9JL , 01250 871410 
 Fife , Anstruther Primary School , St Andrew's Road , Anstruther , FIFE , KY10 3HD , 01334 659447 
 Fife , Duloch Schools and Community Campus , Nightingale Place , Duloch Park , DUNFERMLINE , KY11 8GN , 01383 313470 
 Fife , Masterton Primary School , Aberdour Road , Dunfermline , -   , KY11 8HY , 01383 602455 
 Fife , Strathallan Primary School , Strathallan Drive , Kirkcaldy , -   , KY2 5YP , 01592 412360 
 Fife , Aberhill Primary School , Wellesley Road , Methil , LEVEN , KY8 3AD , 01334 659446 
 Fife , St Ninian's R C Primary School , 78 Derran Drive , Cardenden , LOCHGELLY , KY5 0JJ , 01592 583460 
 Fife , Auchtertool Primary School , Main Street , Auchtertool , KIRKCALDY , KY2 5XW , 01592 583441 
 Fife , Balcurvie Primary School , Balcurvie Road , Windygates , LEVEN , KY8 5DY , 01334 659449 
 Fife , Buckhaven Primary School , College Street , Buckhaven , LEVEN , KY8 1JZ , 01592 583413 
 Fife , Burntisland Primary School , Ferguson Place , Burntisland , -   , KY3 9ES , 01592 583414 
 Fife , Cardenden Primary School , Carden Castle Avenue , Cardenden , LOCHGELLY , KY5 0EW , 01592 583416 
 Fife , Denbeath Primary School , Wall Street , Buckhaven , LEVEN , KY8 1JG , 01592 583422 
 Fife , Denend Primary School , 4 School Lane , Cardenden , LOCHGELLY , KY5 0BS , 01592 583423 
 Fife , Dysart Primary School , Normand Road , Dysart , KIRKCALDY , KY1 2XW , 01592 583426 
 Fife , East Wemyss Primary School , School Wynd , East Wemyss , KIRKCALDY , KY1 4RN , 01592 583427 
 Fife , Carleton Primary School , Happer Crescent , Glenrothes , -   , KY7 5DN , 01592 583417 
 Fife , Caskieberran Primary School , Ravenswood Drive , Glenrothes , -   , KY6 2NZ , 01592 583418 
 Fife , Pitteuchar East Primary School , Glamis Avenue , Glenrothes , -   , KY7 4NU , 01592 583452 
 Fife , Rimbleton Primary School , Bilsland Road , Glenrothes , -   , KY6 2DZ , 01592 583454 
 Fife , St Paul's R C Primary School , Caskieberran Drive , Glenrothes , -   , KY6 2AT , 01592 583462 
 Fife , South Parks Primary School , Napier Road , Glenrothes , -   , KY6 1DS , 01592 583456 
 Fife , Southwood Primary School , Marchmont Crescent , Glenrothes , -   , KY6 1JU , 01592 583457 
 Fife , Warout Primary & Community School , Malcolm Road , Glenrothes , -   , KY7 4JX , 01592 583468 
 Fife , Kennoway Primary & Community School , Langside Crescent , Kennoway , LEVEN , KY8 5JR , 01334 659420 
 Fife , Kinghorn Primary School , Baliol Street , Kinghorn , BURNTISLAND , KY3 9UD , 01592 583429 
 Fife , Kinglassie Primary School , 85 Main Street , Kinglassie , LOCHGELLY , KY5 0YE , 01592 583430 
 Fife , Capshard Primary School , Barry Road , Kirkcaldy , -   , KY2 6JD , 01592 583415 
 Fife , Dunnikier Primary School , Balsusney Road , Kirkcaldy , -   , KY2 5LH , 01592 583425 
 Fife , Fair Isle Primary School , Fair Isle Road , Kirkcaldy , -   , KY2 6EG , 01592 583428 
 Fife , Kirkcaldy North Primary School , Nile Street , Kirkcaldy , -   , KY2 5AY , 01592 583431 
 Fife , Pathhead Primary School , Cairns Street West , Kirkcaldy , -   , KY1 2JA , 01592 583450 
 Fife , St Marie's R C Primary School , MacIndoe Crescent , Kirkcaldy , -   , KY1 2JH , 01592 583459 
 Fife , Sinclairtown Primary School , Roomlin Gardens , Kirkcaldy , -   , KY1 3BJ , 01592 583455 
 Fife , Torbain Primary School , Blairmore Road , Kirkcaldy , -   , KY2 6NP , 01592 583466 
 Fife , Valley Primary School , Valley Gardens , Kirkcaldy , -   , KY2 6BL , 01592 583467 
 Fife , Kirkcaldy West Primary School , Milton Road , Kirkcaldy , -   , KY1 1TL , 01592 583432 
 Fife , Leslie Primary School , 31 Rothes Park , Leslie , GLENROTHES , KY6 3LL , 01592 583433 
 Fife , Mountfleurie Primary School , Christie Avenue , Leven , -   , KY8 4AZ , 01333 659429 
 Fife , Parkhill Primary School , Aitken Street , Parkhall , LEVEN , KY8 4NP , 01334 659433 
 Fife , Markinch Primary School , Betson Street , Markinch , GLENROTHES , KY7 6AA , 01592 583446 
 Fife , Coaltown Of Balgonie Primary School , School Road , Coaltown of Balgonie , GLENROTHES , KY7 6HY , 01592 583419 
 Fife , Methilhill Primary & Community School , Sea Road , Methilhill , LEVEN , KY8 2JW , 01592 583447 
 Fife , St Agatha's R C Primary , Windygates Road , Leven , -   , KY8 5BL , 01334 659439 
 Fife , Milton of Balgonie Primary School , Main Street , Milton of Balgonie , GLENROTHES , KY7 6PX , 01592 583448 
 Fife , Star Primary School , Star , Near Markinch , GLENROTHES , KY7 6LB , 01592 583463 
 Fife , Thornton Primary School , Station Road , Thornton , KIRKCALDY , KY1 4AY , 01592 583465 
 Fife , Coaltown of Wemyss Primary School , Main Street , Coaltown of Wemyss , KIRKCALDY , KY1 4NR , 01592 583420 
 Fife , Pitteuchar West Primary School , Inveraray Avenue , Glenrothes , -   , KY7 4QL , 01592 583453 
 Fife , Newcastle Primary & Community School , Muirfield Drive , Glenrothes , -   , KY6 2PX , 01592 485449 
 Fife , Pitcoudie Primary School , 20 Iona Park , Glenrothes , -   , KY7 6NU , 01592 583451 
 Fife , Collydean Primary School , Magnus Drive , Glenrothes , -   , KY7 6TR , 01592 583421 
 Fife , Auchtermuchty Primary School , Back Dykes , Auchtermuchty , CUPAR , KY14 7AB , 01334 659448 
 Fife , Balmerino Primary School , Main Road , Gauldry , NEWPORT-ON-TAY , DD6 8RP , 01334 659450 
 Fife , Balmullo Primary School , Hayston Park , Balmullo , LEUCHARS ST ANDREWS , KY16 0DH , 01334 659451 
 Fife , Ceres Primary School , St Andrews Road , Ceres , CUPAR , KY15 5NJ , 01334 659454 
 Fife , Craigrothie Primary School , Cupar Road , Craigrothie , CUPAR , KY15 5QA , 01334 659456 
 Fife , Crail Primary School , Backdykes , Crail , ANSTRUTHER , KY10 3UW , 01334 659457 
 Fife , Colinsburgh Primary School , 4 Main Street , Colinsburgh , KILCONQUHAR , KY9 1LN , 01334 659455 
 Fife , Castlehill Primary School , Ceres Road , Cupar , -   , KY15 5JT , 01334 659453 
 Fife , St Columba's R C Primary School , North Union Street , Cupar , -   , KY15 4AN , 01334 659440 
 Fife , Dairsie Primary School , Main Street , Dairsie , CUPAR , KY15 4SS , 01334 659458 
 Fife , Dunbog Primary School , Newburgh , Cupar , FIFE , KY14 6JF , 01337 659411 
 Fife , Elie Primary School , Park Place , Elie , LEVEN , KY9 1DH , 01333 659414 
 Fife , Falkland Primary School , Pleasance , Falkland , CUPAR , KY15 7AW , 01334 659415 
 Fife , Freuchie Primary School , Lomond Road , Freuchie , CUPAR , KY15 7HF , 01334 659416 
 Fife , Gateside Primary School , Main Road , Gateside , CUPAR , KY14 7SZ , 01335 659417 
 Fife , Guardbridge Primary School , Innerbridge Street , Guardbridge , ST ANDREWS , KY16 0UZ , 01334 659419 
 Fife , Kettle Primary School , 6 Rumdewan , Kingskettle , CUPAR , KY15 7QR , 01337 659421 
 Fife , Kingsbarns Primary School , 8 Main Street , Kingsbarns , ST ANDREWS , KY16 8SZ , 01334 659422 
 Fife , Kirkton of Largo Primary School , 34 North Feus , Upper Largo , LEVEN , KY8 6ER , 01334 659423 
 Fife , Ladybank Primary School , 47 Church Street , Ladybank , CUPAR , KY15 7LE , 01337 659424 
 Fife , Largoward Primary School , 16 St Andrews Road , Largoward , LEVEN , KY9 1HZ , 01334 659425 
 Fife , Letham Primary School , Schoolbrae , Letham , CUPAR , KY15 7RN , 01334 659427 
 Fife , Leuchars Primary School , Pitlethie Road , Leuchars , ST ANDREWS , KY16 0EZ , 01334 659428 
 Fife , Lundin Mill Primary School , Pitcruvie Park , Lundin Links , LEVEN , KY8 6HY , 01333 320721 
 Fife , Newport Primary School , Cupar Road , Newport-on-Tay , -   , DD6 8JT , 01334 659432 
 Fife , Newburgh Primary School , Cupar Road , Newburgh , CUPAR , KY14 6HA , 01334 659431 
 Fife , Pitlessie Primary School , Ladybank Road , Pitlessie , CUPAR , KY15 7SP , 01334 659434 
 Fife , Pittenweem Primary School , James Street , Pittenweem , ANSTRUTHER , KY10 2QN , 01334 659435 
 Fife , Canongate Primary School , Maynard Road , St Andrews , -   , KY16 8RX , 01334 659452 
 Fife , Greyfriars RC Primary School , Kilrymont Road , St Andrews , -   , KY16 8DF , 01334 659418 
 Fife , Lawhead Primary School , Strathkinness Low Road , St Andrews , -   , KY16 9NG , 01334 659426 
 Fife , Springfield Primary School , Main Street , Springfield , CUPAR , KY15 5RZ , 01334 656438 
 Fife , Strathkinness Primary School , 3 Church Road , Strathkinness , ST ANDREWS , KY16 9XR , 01334 659442 
 Fife , Strathmiglo Primary School , 111 High Street , Strathmiglo , CUPAR , KY14 7PT , 01337 659443 
 Fife , St Monans Primary School , Hope Place , St Monans , ANSTRUTHER , KY10 2DH , 01333 659441 
 Fife , Tayport Primary School , Queen Street , Tayport , -   , DD6 9NS , 01334 659444 
 Fife , Wormit Primary School , Flass Road , Wormit , -   , DD6 8LJ , 01334 659445 
 Fife , Carnegie Primary School , Hillend Road , Inverkeithing , -   , KY11 1PL , 01383 602416 
 Fife , Aberdour Primary School , Hawkcraig Road , Aberdour , BURNTISLAND , KY3 0UP , 01383 602442 
 Fife , Benarty Primary School , 67-69 Lochleven Road , Lochore , LOCHGELLY , KY5 8HU , 01592 583412 
 Fife , Blairhall Primary School , Rintoul Avenue , Blairhall , DUNFERMLINE , KY12 9HG , 01383 602444 
 Fife , Carnock Primary School , 11 Main Street , Carnock , DUNFERMLINE , KY12 9JG , 01383 602411 
 Fife , Cairneyhill Primary & Community School , Northbank Road , Cairneyhill , DUNFERMLINE , KY12 8RN , 01383 602445 
 Fife , Cowdenbeath Primary School , 45 Broad Street , Cowdenbeath , -   , KY4 8JP , 01383 602449 
 Fife , Foulford Primary School , Leuchatsbeath Drive , Cowdenbeath , -   , KY4 9SN , 01383 602413 
 Fife , St Bride's R C Primary School , Barclay Street , Cowdenbeath , -   , KY4 9LD , 01383 602431 
 Fife , Crossford Primary School , Dean Drive , Crossford , DUNFERMLINE , KY12 8PE , 01383 602451 
 Fife , Crossgates Primary School , 97 Dunfermline Road , Crossgates , COWDENBEATH , KY4 8AR , 01383 602452 
 Fife , Culross Primary School , Low Causeway , Culross , DUNFERMLINE , KY12 8HL , 01383 602453 
 Fife , Dalgety Bay Primary School , St Bridget's Brae , Dalgety Bay , DUNFERMLINE , KY11 9LT , 01383 602454 
 Fife , Commercial Primary School , Woodmill Road , Dunfermline , -   , KY11 4BB , 01383 602448 
 Fife , Lynburn Primary School , Nith Street , Dunfermline , -   , KY11 4LU , 01383 602422 
 Fife , McLean Primary School , Baldridgeburn , Dunfermline , -   , KY12 9EE , 01383 602423 
 Fife , Milesmark Primary School , Rumblingwell , Dunfermline , -   , KY12 9AT , 01383 602424 
 Fife , Pitreavie Primary School , Pitcorthie Drive , Dunfermline , -   , KY11 8AB , 01383 602428 
 Fife , Pittencrieff Primary School , Dewar Street , Dunfermline , -   , KY12 8AB , 01383 602429 
 Fife , St Margaret's R C Primary School , Woodmill Road , Dunfermline , -   , KY11 4BB , 01383 602435 
 Fife , St Leonard's Primary School , St Leonard's Street , Dunfermline , -   , KY11 3AL , 01383 602434 
 Fife , Touch Primary School , Garvock Bank , Dunfermline , -   , KY11 4JZ , 01383 602438 
 Fife , Townhill Primary School , Chisholm Street , Townhill , DUNFERMLINE , KY12 0EX , 01383 602439 
 Fife , Hill of Beath Primary School , Main Street , Hill 0f Beath , COWDENBEATH , KY4 8DP , 01383 602414 
 Fife , Inverkeithing Primary School , Hillend Road , Inverkeithing , -   , KY11 1PL , 01383 602416 
 Fife , Kelty Primary School , Main Street , Kelty , -   , KY4 0AQ , 01383 602418 
 Fife , St Joseph's R C Primary School , 47 Cocklaw Street , Kelty , -   , KY4 0DG , 01383 602433 
 Fife , Limekilns Primary School , 8 Dunfermline Road , Limekilns , DUNFERMLINE , KY11 3JS , 01383 602420 
 Fife , St Patrick's R C Primary School , 41 Station Road , Lochgelly , -   , KY5 9QX , 01592 583461 
 Fife , Lochgelly South Primary School , High Street , Lochgelly , -   , KY5 9LW , 01592 583444 
 Fife , Lochgelly West Primary School , 15 Main Street , Lochgelly , -   , KY5 9NS , 01592 583445 
 Fife , St Kenneth's R C Primary School , 40 Hill Road , Ballingry , LOCHGELLY , KY5 8NQ , 01592 583458 
 Fife , Lumphinnans Primary & Community School , Main Street , Lumphinnans , COWDENBEATH , KY4 9HG , 01383 602421 
 Fife , North Queensferry Primary School , The Brae , North Queensferry , INVERKEITHING , KY11 1JH , 01383 602425 
 Fife , Holy Name RC Primary School , Oakley Campus , Station Road , OAKLEY - DUNFERMLINE , KY12 9RJ , 01383 602415 
 Fife , Inzievar Primary School , Oakley Campus , Station Road , OAKLEY - DUNFERMLINE , KY12 9RJ , 01383 602417 
 Fife , Camdean Primary School , King's Road , Rosyth , DUNFERMLINE , KY11 2RY , 01383 602446 
 Fife , King's Road Primary School , King's Crescent , Rosyth , DUNFERMLINE , KY11 2RS , 01383 602419 
 Fife , Park Road Primary School , Park Road , Rosyth , DUNFERMLINE , KY11 2NH , 01383 602426 
 Fife , St John's R C Primary School , Heath Road , Rosyth , DUNFERMLINE , KY11 2BT , 01383 602432 
 Fife , Saline Primary School , Oakley Road , Saline , DUNFERMLINE , KY12 9TG , 01383 602430 
 Fife , Torryburn Primary School , Main Street , Newmills , DUNFERMLINE , KY12 8SU , 01383 602437 
 Fife , Tulliallan Primary School , Kirk Street , Kincardine , ALLOA , FK10 4PT , 01383 602440 
 Fife , St Serf's R C Primary School , Preston Street , High Valleyfield , DUNFERMLINE , KY12 8SE , 01383 602436 
 Fife , Canmore Primary School , Evershed Drive , Dunfermline , -   , KY11 8RS , 01383 602447 
 Fife , Donibristle Primary School , Morlich Road , Dalgety Bay , DUNFERMLINE , KY11 9UE , 01383 602412 
 Fife , Bellyeoman Primary School , 149 Robertson Road , Dunfermline , -   , KY12 0XP , 01383 602443 
 West Lothian , Pumpherston and Uphall Station CPS , 37 Drumshoreland Road , Pumpherston , WEST LOTHIAN , EH53 0LF , 01506 208995 
 West Lothian , Addiewell Primary School , Church Street , Addiewell , WEST CALDER , EH55 8PG , 01501 762794 
 West Lothian , St Thomas' Primary School , Church Street , Addiewell , WEST CALDER , EH55 8PG , 01501 762794 
 West Lothian , Bellsquarry Primary School , 52 Calder Road , Bellsquarry , LIVINGSTON , EH54 9AD , 01506 410777 
 West Lothian , East Calder Primary School , 9 Langton Road , East Calder , WEST LOTHIAN , EH53 0BL , 01506 880810 
 West Lothian , St Paul's Primary School , Main Street , East Calder , WEST LOTHIAN , EH53 0ES , 01506 881665 
 West Lothian , Kirknewton Primary School , 21 Station Road , Kirknewton , WEST LOTHIAN , EH27 8DD , 01506 881461 
 West Lothian , Dedridge Primary School , Dedridge East , Livingston , WEST LOTHIAN , EH54 6JQ , 01506 412830 
 West Lothian , Harrysmuir Primary School , Willowbank , Ladywell , LIVINGSTON , EH54 6HN , 01506 434501 
 West Lothian , Howden St Andrew's Primary School , Kingsport Avenue , Howden East , LIVINGSTON , EH54 6BA , 01506 433114 
 West Lothian , Letham Primary School , Forth Drive , Craigshill , LIVINGSTON , EH54 5LZ , 01506 432012 
 West Lothian , Riverside Primary School , Maree Walk , Livingston , WEST LOTHIAN , EH54 5BP , 01506 432248 
 West Lothian , Toronto Primary School , Toronto Avenue , Howden East , LIVINGSTON , EH54 6BN , 01506 431461 
 West Lothian , Mid Calder Primary School , Mid Calder , Livingston , WEST LOTHIAN , EH53 0RR , 01506 882092 
 West Lothian , Parkhead Primary School , Harburn Road , West Calder , WEST LOTHIAN , EH55 8AH , 01506 871404 
 West Lothian , St Mary's RC Primary School , 10 Polbeth Road , Polbeth , WEST CALDER , EH55 8SR , 01506 871520 
 West Lothian , Woodmuir Primary School , Woodmuir Place , Breich , WEST CALDER , EH55 8JP , 01506 283337 
 West Lothian , Livingston Village Primary School , Kirkton North Road , Livingston Village , WEST LOTHIAN , EH54 7EQ , 01506 429620 
 West Lothian , Simpson Primary School , Leyland Road , Wester Inch , BATHGATE , EH48 2SG , 01506 656371 
 Edinburgh City , Craigroyston Primary School , 7 Muirhouse Place West , Edinburgh , -   , EH4 4PX , 0131 343 6465 
 West Lothian , Bankton Primary School , Kenilworth Rise , Dedridge , LIVINGSTON , EH54 6JL , 01506 413001 
 West Lothian , Carmondean Primary School , Knightsridge Road West , Livingston , WEST LOTHIAN , EH54 8PX , 01506 432492 
 West Lothian , Linlithgow Bridge Primary School , East Mill Road , Linlithgow Bridge , WEST LOTHIAN , EH49 7PB , 01506 671428 
 West Lothian , Armadale Primary School , Academy Street , Armadale , WEST LOTHIAN , EH48 3JD , 01501 730282 
 West Lothian , Eastertoun Primary School , 13 Manse Avenue , Armadale , WEST LOTHIAN , EH48 3HS , 01501 730462 
 West Lothian , St Anthony's Primary School , South Street , Armadale , WEST LOTHIAN , EH48 3EU , 01501 731668 
 West Lothian , Balbardie Primary School , Torphichen Street , Bathgate , WEST LOTHIAN , EH48 4HL , 01506 652155 
 West Lothian , Boghall Primary School , Elizabeth Drive , Boghall , BATHGATE , EH48 1JB , 01506 283222 
 West Lothian , St Columba's Primary School , Philip Avenue , Boghall , BATHGATE , EH48 1NQ , 01506 653822 
 West Lothian , St Mary's Primary School , Whitburn Road , Bathgate , WEST LOTHIAN , EH48 2RD , 01506 652511 
 West Lothian , Windyknowe Primary School , Windyknowe Crescent , Bathgate , WEST LOTHIAN , EH48 2BT , 01506 652083 
 West Lothian , Murrayfield Primary School , Catherine Terrace , Blackburn , WEST LOTHIAN , EH47 7DX , 01506 653400 
 West Lothian , Our Lady Of Lourdes Primary School , Hopefield Road , Blackburn , WEST LOTHIAN , EH47 7HZ , 01506 653103 
 West Lothian , Blackburn Primary School , Riddochhill Road , Blackburn , WEST LOTHIAN , EH47 7HB , 01506 653481 
 West Lothian , Blackridge Primary School , Main Street , Blackridge , WEST LOTHIAN , EH48 3RJ , 01501 751223 
 West Lothian , Bridgend Primary School , Auldhill Road , Bridgend , LINLITHGOW , EH49 6NZ , 01506 834204 
 West Lothian , Broxburn Primary School , School Lane , Off West Main Street , BROXBURN , EH52 5RP , 01506 852018 
 West Lothian , Kirkhill Primary School , Rashierig Road , Broxburn , WEST LOTHIAN , EH52 6AW , 01506 853821 
 West Lothian , St Nicholas Primary School , 189B West Main Street , Broxburn , WEST LOTHIAN , EH52 5RH , 01506 853509 
 West Lothian , Dechmont Infant School , Main Street , Dechmont , BROXBURN , EH52 6LJ , 01506 811264 
 West Lothian , Falla Hill Primary School , 11 Harthill Road , Fauldhouse , WEST LOTHIAN , EH47 9HS , 01501 770210 
 West Lothian , St John The Baptist Primary School , Lanrigg Avenue , Fauldhouse , WEST LOTHIAN , EH47 9JR , 01501 770232 
 West Lothian , Greenrigg Primary School , Polkemmet Road , Harthill , BY SHOTTS , ML7 5RF , 01501 751334 
 West Lothian , Linlithgow Primary School , Preston Road , Linlithgow , WEST LOTHIAN , EH49 6HB , 01506 842686 
 West Lothian , St Joseph's Primary School (Linlithgow) , Preston Road , Linlithgow , WEST LOTHIAN , EH49 6HB , 01506 842578 
 West Lothian , Low Port Primary School , Blackness Road , Linlithgow , WEST LOTHIAN , EH49 7HZ , 01506 842060 
 West Lothian , Knightsridge Primary School , Davidson Way , Knightsridge , LIVINGSTON , EH54 8HG , 01506 434012 
 West Lothian , Deans Primary School , Deans South , Deans , LIVINGSTON , EH54 8DB , 01506 411208 
 West Lothian , Longridge Primary School , School Road , Longridge , WEST LOTHIAN , EH47 8AG , 01501 770208 
 West Lothian , Seafield Primary School , Cousland Terrace , Seafield , BATHGATE , EH47 7BL , 01506 652916 
 West Lothian , Stoneyburn Primary School , 2 Main Street , Stoneyburn , WEST LOTHIAN , EH47 8BA , 01501 762253 
 West Lothian , Our Lady's Primary School , 79 Main Street , Stoneyburn , WEST LOTHIAN , EH47 8BY , 01501 762265 
 West Lothian , Torphichen Primary School , The Loan , Torphichen , WEST LOTHIAN , EH48 4NF , 01506 652246 
